title,authors,url,conference
Causal Discovery for Linear Mixed Data,"Yan Zeng, Shohei Shimizu, Hidetoshi Matsui, Fuchun Sun",https://openreview.net/pdf/80bba9774e7288486c53049563b4db6856f78a90.pdf,CLeaR 2022
Integrative $R$-learner of heterogeneous treatment effects combining experimental and observational studies,"Lili Wu, Shu Yang",https://openreview.net/pdf/a4b541a09d45668db070c829c52af5cef152c01c.pdf,CLeaR 2022
"Selection, Ignorability and Challenges With Causal Fairness ","Jake Fawkes, Robin Evans, Dino Sejdinovic",https://openreview.net/pdf/06e245c0b0d7270980438b68e2832c04067c3115.pdf,CLeaR 2022
Disentanglement via Mechanism Sparsity Regularization: A New Principle for Nonlinear ICA,"Sebastien Lachapelle, Pau Rodriguez, Yash Sharma, Katie E Everett, Rémi LE PRIOL, Alexandre Lacoste, Simon Lacoste-Julien",https://openreview.net/pdf/992741465e34407f875959ccffa7433c856c23c4.pdf,CLeaR 2022
Same Cause; Different Effects in the Brain,"Mariya Toneva, Jennifer Williams, Anand Bollu, Christoph Dann, Leila Wehbe",https://openreview.net/pdf/44cc951fcb57ca1a47bb2ec0e134899fcd11f7f3.pdf,CLeaR 2022
Relational Causal Models with Cycles: Representation and Reasoning,"Ragib Ahsan, David Arbour, Elena Zheleva",https://openreview.net/pdf/2ee013629a7b34679904bf16e23b30ab6696b92e.pdf,CLeaR 2022
A Uniformly Consistent Estimator of non-Gaussian Causal Effects Under the $k$-Triangle-Faithfulness Assumption,"Shuyan Wang, Peter Spirtes",https://openreview.net/pdf/bc7b45aefdb5ad4d69e68a4f24b9afd5e5fed501.pdf,CLeaR 2022
Can Humans Be out of the Loop?,"Junzhe Zhang, Elias Bareinboim",https://openreview.net/pdf/ded6ee0d3856b7342f4fe973f8b53dc3f7691f2e.pdf,CLeaR 2022
Identifying Coarse-grained Independent Causal Mechanisms with Self-supervision,"Xiaoyang Wang, Klara Nahrstedt, Oluwasanmi O Koyejo",https://openreview.net/pdf/3b1b258123c1a326f57d917d8b1ee16be6c23d0b.pdf,CLeaR 2022
Learning Causal Overhypotheses through Exploration in Children and Computational Models,"Eliza Kosoy, Adrian Liu, Jasmine L Collins, David Chan, Jessica B Hamrick, Nan Rosemary Ke, Sandy Huang, Bryanna Kaufmann, John Canny, Alison Gopnik",https://openreview.net/pdf/5a7ccd60497ba53ce7cb4d8c08fa67b2c68439cd.pdf,CLeaR 2022
Differentially Private Estimation of Heterogeneous Causal Effects,"Fengshi Niu, Harsha Nori, Brian Quistorff, Rich Caruana, Donald Ngwe, Aadharsh Kannan",https://openreview.net/pdf/72712af9b36ac4af4006e186945623a63ea08255.pdf,CLeaR 2022
CausalCity: Complex Simulations with Agency for Causal Discovery and Reasoning,"Daniel McDuff, Yale Song, Jiyoung Lee, Vibhav Vineet, Sai Vemprala, Nicholas Alexander Gyde, Hadi Salman, Shuang Ma, Kwanghoon Sohn, Ashish Kapoor",https://openreview.net/pdf/dab0e1de55bf5ec19e8e238845e330adabc3df12.pdf,CLeaR 2022
Partial Identification with Noisy Covariates: A Robust Optimization Approach,"Wenshuo Guo, Mingzhang Yin, Yixin Wang, Michael Jordan",https://openreview.net/pdf/e1406a39171680783aba296614172a44fd6bdbf7.pdf,CLeaR 2022
Typing assumptions improve identification in causal discovery,"PHILIPPE BROUILLARD, Perouz Taslakian, Alexandre Lacoste, Sebastien Lachapelle, Alexandre Drouin",https://openreview.net/pdf/18dcc08ae0a3084d7e3d24e9890fb2aa6221a278.pdf,CLeaR 2022
Estimating Social Influence from Observational Data,"Dhanya Sridhar, Caterina De Bacco, David Blei",https://openreview.net/pdf/7ad644dfbb1b8ed5d056790cdb5a76126487f9a5.pdf,CLeaR 2022
Non-parametric Inference Adaptive to Intrinsic Dimension,"Khashayar Khosravi, Greg Lewis, Vasilis Syrgkanis",https://openreview.net/pdf/4eb861314d0ff064ca757666102648129a2211f0.pdf,CLeaR 2022
Differentiable Causal Discovery Under Latent Interventions,"Gonçalo Rui Alves Faria, Andre Martins, Mario A. T. Figueiredo",https://openreview.net/pdf/20347c866f4b860898d34cb6404e55589d7c6a7e.pdf,CLeaR 2022
Interactive rank testing by betting,"Boyan Duan, Aaditya Ramdas, Larry Wasserman",https://openreview.net/pdf/f07c3c5d8225d3b0d47bab3d289265747e32c661.pdf,CLeaR 2022
VIM: Variational Independent Modules for Video Prediction,"Rim Assouel, Lluis Castrejon, Aaron Courville, Nicolas Ballas, Yoshua Bengio",https://openreview.net/pdf/59311ec34d21338e97e854a36aa8d9cdd44f5993.pdf,CLeaR 2022
Causal Bandits without prior knowledge using separating sets,"Arnoud De Kroon, Joris Mooij, Danielle Belgrave",https://openreview.net/pdf/98e546a3d59b6463dbf3ca3d2a495339b661177d.pdf,CLeaR 2022
Weakly Supervised Discovery of Semantic Attributes,"Ameen Ali Ali, Tomer Galanti, Evgenii Zheltonozhskii, Chaim Baskin, Lior Wolf",https://openreview.net/pdf/a3acaea4136ca80e607de1d3bb92ffc8fe606a11.pdf,CLeaR 2022
Equality Constraints in Linear Hawkes Processes,Søren Wengel Mogensen,https://openreview.net/pdf/6b9accd7df6757a53317223c45ef4ca96ea8b35d.pdf,CLeaR 2022
Data-driven exclusion criteria for instrumental variable studies,"Tony Liu, Patrick Lawlor, Lyle Ungar, Konrad Kording",https://openreview.net/pdf/e8f78eadaa095a9c09938dba5cfb13a4f480a7c2.pdf,CLeaR 2022
Info Intervention and its Causal Calculus,"Heyang Gong, ke zhu",https://openreview.net/pdf/04fef395741992e9303598bbb5d71adbec680e34.pdf,CLeaR 2022
A Multivariate Causal Discovery based on Post-Nonlinear Model,"Kento Uemura, Takuya Takagi, Kambayashi Takayuki, Hiroyuki Yoshida, Shohei Shimizu",https://openreview.net/pdf/ab7779806838d29da28610c90e8a98cca6b83c9b.pdf,CLeaR 2022
Simple data balancing achieves competitive worst-group-accuracy,"Badr Youbi Idrissi, Martin Arjovsky, Mohammad Pezeshki, David Lopez-Paz",https://openreview.net/pdf/7ccdcc7ed74a279dd152250ca891980e3937f89d.pdf,CLeaR 2022
Diffusion Causal Models for Counterfactual Estimation,"Pedro Sanchez, Sotirios A. Tsaftaris",https://openreview.net/pdf/3af61dd974860685594da0663bdf55c27aa57557.pdf,CLeaR 2022
Relating Graph Neural Networks to Structural Causal Models,Anonymous,https://openreview.net/pdf/221a8c5fd5337c60c4ad9e52a691baf0a07f8039.pdf,CLeaR 2022
Process Independence Testing in Proximal Graphical Event Models,"Debarun Bhattacharjya, Karthikeyan Shanmugam, Tian Gao, Dharmashankar Subramanian",https://openreview.net/pdf/bba54bcb1dd8cea581e39e6d427f2fed24921185.pdf,CLeaR 2022
Optimal Training of Fair Predictive Models,"Razieh Nabi, Daniel Malinsky, Ilya Shpitser",https://openreview.net/pdf/bd6c614b70f13cfb878bc29377988bb4c9c754c6.pdf,CLeaR 2022
Predictive State Propensity Subclassification (PSPS): A causal inference algorithm for data-driven propensity score stratification,"Joseph Kelly, Jing Kong, Georg M. Goerg",https://openreview.net/pdf/981ed32b2f559ab61762d9e91406168b4d7f73ec.pdf,CLeaR 2022
Fair Classification with Instance-dependent Label Noise,"Songhua Wu, Mingming Gong, Bo Han, Yang Liu, Tongliang Liu",https://openreview.net/pdf/f178aea7ea93daf15cc850bd767e2f30b31f40ff.pdf,CLeaR 2022
Efficient Reinforcement Learning with Prior Causal Knowledge,"Yangyi Lu, Amirhossein Meisami, Ambuj Tewari",https://openreview.net/pdf/4eaaf6e9c8eac564b1b7baef0f34e00cc5ff30ac.pdf,CLeaR 2022
Some Reflections on Drawing Causal Inference using Textual Data: Parallels Between Human Subjects and Organized Texts,"Bo Zhang, Jiayao Zhang",https://openreview.net/pdf/0dca1f1c4e87aa02835123d9004da4e63fab1129.pdf,CLeaR 2022
A Distance Covariance-based Kernel for Nonlinear Causal Clustering in Heterogeneous Populations,"Alex Markham, Richeek Das, Moritz Grosse-Wentrup",https://openreview.net/pdf/aee891f12651f13cacbd862f08741b317c57b87f.pdf,CLeaR 2022
Bivariate Causal Discovery via Conditional Divergence,"Bao Duong, Thin Nguyen",https://openreview.net/pdf/eae57ad5aba71256647fec5ddf551ca1be33dcf1.pdf,CLeaR 2022
On the Equivalence of Causal Models: A Category-Theoretic Approach,"Jun Otsuka, Hayato Saigo",https://openreview.net/pdf/f6ca1f901c906363b30de86972d4bb701ee7b42e.pdf,CLeaR 2022
Amortized Causal Discovery: Learning to Infer Causal Graphs from Time-Series Data,"Sindy Löwe, David Madras, Richard Zemel, Max Welling",https://openreview.net/pdf/ac8be60503edc1c4cf6d90f13b478f88f8e52da9.pdf,CLeaR 2022
Causal Explanations and XAI,Sander Beckers,https://openreview.net/pdf/873127b42c172bb819e52bd48da88f64084b249f.pdf,CLeaR 2022
Disentangling Controlled Effects for Hierarchical Reinforcement Learning,"Oriol Corcoll, Raul Vicente",https://openreview.net/pdf/3ce375ed7cc6d4c218ca6410d8b0694d503a6598.pdf,CLeaR 2022
Local Constraint-Based Causal Discovery under Selection Bias,"Philip Versteeg, Joris Mooij, Cheng Zhang",https://openreview.net/pdf/71d0148cb8d41252ff574183d9ff458b8a7f9a00.pdf,CLeaR 2022
