title,authors,url,conference
Estimating Causal Effects Identifiable from a Combination of Observations and Experiments,"Yonghan Jung, Ivan Diaz, Jin Tian, Elias Bareinboim",https://openreview.net/pdf/da07437319dc798eb29ffc9f3e2469887aa9ef93.pdf,NeurIPS
Causal Discovery in Semi-Stationary Time Series,"Shanyun Gao, Raghavendra Addanki, Tong Yu, Ryan A. Rossi, Murat Kocaoglu",https://openreview.net/pdf/339046d6c2a9ca5f33b7649b947b6e85b91370cb.pdf,NeurIPS
Fast Attention Over Long Sequences With Dynamic Sparse Flash Attention,"Matteo Pagliardini, Daniele Paliotta, Martin Jaggi, François Fleuret",https://openreview.net/pdf/b2a3d9e0a995394e66b3ca5f5989f0b5335751e2.pdf,NeurIPS
Fast Scalable and Accurate Discovery of DAGs Using the Best Order Score Search and Grow Shrink Trees,"Bryan Andrews, Joseph Ramsey, Ruben Sanchez Romero, Jazmin Camchong, Erich Kummerfeld",https://openreview.net/pdf/60d8928f53dc49cd0aea221f147a20bb224372eb.pdf,NeurIPS
Double and Single Descent in Causal Inference with an Application to High-Dimensional Synthetic Control,"Jann Spiess, Guido Imbens, Amar Venugopal",https://openreview.net/pdf/f12d968539b559b4f8b165db166dfcccaa97e506.pdf,NeurIPS
MoCa: Measuring Human-Language Model Alignment on Causal and Moral Judgment Tasks,"Allen Nie, Yuhui Zhang, Atharva Amdekar, Christopher J Piech, Tatsunori Hashimoto, Tobias Gerstenberg",https://openreview.net/pdf/cec429ad9f4d151ac48a9e5ce10809a23ecf3a27.pdf,NeurIPS
Finding Counterfactually Optimal Action Sequences in Continuous State Spaces,"Stratis Tsirtsis, Manuel Gomez Rodriguez",https://openreview.net/pdf/f528d62842ce5725b2f6f7d5182256902f29e161.pdf,NeurIPS
Transportability for Bandits with Data from Different Environments,"Alexis Bellot, Alan Malek, Silvia Chiappa",https://openreview.net/pdf/0f66956546cceb14e2c3528e9def372c00a0a028.pdf,NeurIPS
Causal Effect Identification in Uncertain Causal Networks,"Sina Akbari, Fateme Jamshidi, Ehsan Mokhtarian, Matthew James Vowels, Jalal Etesami, Negar Kiyavash",https://openreview.net/pdf/765c0100b5348b75dc9056cbe68094628166344a.pdf,NeurIPS
Structured Neural Networks for Density Estimation and Causal Inference,"Asic Q Chen, Ruian Shi, Xiang Gao, Ricardo Baptista, Rahul G Krishnan",https://openreview.net/pdf/096450e555a7f6db25dc7f4a93b7d434d7a77d23.pdf,NeurIPS
Marginal Density Ratio for Off-Policy Evaluation in Contextual Bandits,"Muhammad Faaiz Taufiq, Arnaud Doucet, Rob Cornish, Jean-Francois Ton",https://openreview.net/pdf/6ba632bdec2aef5db51b1dcefb3bc8d6d6d1257f.pdf,NeurIPS
Does Localization Inform Editing? Surprising Differences in Causality-Based Localization vs. Knowledge Editing in Language Models,"Peter Hase, Mohit Bansal, Been Kim, Asma Ghandeharioun",https://openreview.net/pdf/873c2db4f2fd3c87bfcfbdfef51d9d4bcebc464e.pdf,NeurIPS
Optimal and Fair Encouragement Policy Evaluation and Learning,Angela Zhou,https://openreview.net/pdf/3f652536f7f73fd28b0eb9bec74d54353998af7b.pdf,NeurIPS
Causal Effect Regularization: Automated Detection and Removal of Spurious Correlations,"Abhinav Kumar, Amit Deshpande, Amit Sharma",https://openreview.net/pdf/24b8264af0069dc005b075c13f4f58bd9d197229.pdf,NeurIPS
An information-theoretic quantification of the content of communication between brain regions,"Marco Celotto, Jan Bím, Alejandro Tlaie, Vito De Feo, Alessandro Toso, Stefan M Lemke, Daniel Chicharro, Hamed Nili, Malte Bieler, Ileana Livia Hanganu-Opatz, Tobias H. Donner, Andrea Brovelli, Stefano Panzeri",https://openreview.net/pdf/993cc1a7bbba18b8c1ca12df0c5612a1fb5d4eaf.pdf,NeurIPS
Causal Component Analysis,"Wendong Liang, Armin Kekić, Julius von Kügelgen, Simon Buchholz, Michel Besserve, Luigi Gresele, Bernhard Schölkopf",https://openreview.net/pdf/d77866239c5cd0912f3815941a80e70b73d03c71.pdf,NeurIPS
Pairwise Causality Guided Transformers for Event Sequences,"Xiao Shou, Debarun Bhattacharjya, Tian Gao, Dharmashankar Subramanian, Oktie Hassanzadeh, Kristin Bennett",https://openreview.net/pdf/f80ba97c72927bda0648f6c586c37571c45d4370.pdf,NeurIPS
Token-Scaled Logit Distillation for Ternary Weight Generative Language Models,"Minsoo Kim, Sihwa Lee, Janghwan Lee, Sukjin Hong, Du-Seong Chang, Wonyong Sung, Jungwook Choi",https://openreview.net/pdf/d44225e8027ccbafc104173a5f5e80ee98e03101.pdf,NeurIPS
Sample Complexity Bounds for Score-Matching: Causal Discovery and Generative Modeling,"Zhenyu Zhu, Francesco Locatello, Volkan Cevher",https://openreview.net/pdf/6d58ca5265c6c3720f124825c738f12c8b35813c.pdf,NeurIPS
Nonparametric Identifiability of Causal Representations from Unknown Interventions,"Julius von Kügelgen, Michel Besserve, Wendong Liang, Luigi Gresele, Armin Kekić, Elias Bareinboim, David Blei, Bernhard Schölkopf",https://openreview.net/pdf/eef0185abadec6534469be920ae7783ef0beb72c.pdf,NeurIPS
Locally Invariant Explanations: Towards Stable and Unidirectional Explanations through Local Invariant Learning,"Amit Dhurandhar, Karthikeyan Natesan Ramamurthy, Kartik Ahuja, Vijay Arya",https://openreview.net/pdf/6b63aab73e14f7da3b70cf5144359db183f7152f.pdf,NeurIPS
Causal Interpretation of Self-Attention in Pre-Trained Transformers,"Raanan Yehezkel Rohekar, Yaniv Gurwicz, Shami Nisimov",https://openreview.net/pdf/8a9e439bdc7a78a364e033ef4cf7266ee563a8f7.pdf,NeurIPS
Causal de Finetti: On the Identification of Invariant Causal Structure in Exchangeable Data,"Siyuan Guo, Viktor Tóth, Bernhard Schölkopf, Ferenc Huszár",https://openreview.net/pdf/b9bf82e3a5a8bd45d77f957482984d86a17e89e0.pdf,NeurIPS
Regularized Behavior Cloning for Blocking the Leakage of Past Action Information,"Seokin Seo, HyeongJoo Hwang, Hongseok Yang, Kee-Eung Kim",https://openreview.net/pdf/8e2de94b831c59c45e334156bda335d21d176eb4.pdf,NeurIPS
Detecting hidden confounding in observational data using multiple environments,"Rickard Karlsson, JH Krijthe",https://openreview.net/pdf/e4c64183a6e812c986319a1e63c604d0dc7523d1.pdf,NeurIPS
Learning Linear Causal Representations from Interventions under General Nonlinear Mixing,"Simon Buchholz, Goutham Rajendran, Elan Rosenfeld, Bryon Aragam, Bernhard Schölkopf, Pradeep Kumar Ravikumar",https://openreview.net/pdf/216b4284619cd296f9beaa2d57e9e3abf0369c42.pdf,NeurIPS
A Scale-Invariant Sorting Criterion to Find a Causal Order in Additive Noise Models,"Alexander Gilbert Reisach, Myriam Tami, Christof Seiler, Antoine Chambaz, Sebastian Weichwald",https://openreview.net/pdf/b9338613e408adf15a4749ac4e344896fa69c122.pdf,NeurIPS
"Comparing Causal Frameworks: Potential Outcomes, Structural Models, Graphs, and Abstractions","Duligur Ibeling, Thomas Icard",https://openreview.net/pdf/7897dbe8207f7ea719e295ba658bcf2e0817dacb.pdf,NeurIPS
Assumption violations in causal discovery and the robustness of score matching,"Francesco Montagna, Atalanti A. Mastakouri, Elias Eulig, Nicoletta Noceti, Lorenzo Rosasco, Dominik Janzing, Bryon Aragam, Francesco Locatello",https://openreview.net/pdf/8699c1427c2abdae4ba96cde04aecdbd2ddd461e.pdf,NeurIPS
Schema-learning and rebinding as mechanisms of in-context learning and emergence,"Sivaramakrishnan Swaminathan, Antoine Dedieu, Rajkumar Vasudeva Raju, Murray Shanahan, Miguel Lazaro-Gredilla, Dileep George",https://openreview.net/pdf/def6988589b42bd84ea063c84a72368cd56cbbe2.pdf,NeurIPS
Analysis of Variance of Multiple Causal Networks,"Zhongli Jiang, Dabao Zhang",https://openreview.net/pdf/2fb3f27df8bb34ca66cb65d00440f9cc43e3ac2c.pdf,NeurIPS
Counterfactual Evaluation of Peer-Review Assignment Policies,"Martin Saveski, Steven Jecmen, Nihar B Shah, Johan Ugander",https://openreview.net/pdf/41d9b741c9a1b3539488348cf2f3840ba4b2bb79.pdf,NeurIPS
Estimating Propensity for Causality-based Recommendation without Exposure Data,"Zhongzhou Liu, Yuan Fang, Min Wu",https://openreview.net/pdf/1e0a1e260fc9c1a60b01890088306567ed8c8d82.pdf,NeurIPS
Optimal Transport for Treatment Effect Estimation,"Hao Wang, Jiajun Fan, Zhichao Chen, Haoxuan Li, Weiming Liu, Tianqiao Liu, Quanyu Dai, Yichao Wang, Zhenhua Dong, Ruiming Tang",https://openreview.net/pdf/1ea9a530a6e2394fade3bde3401d9e3b5d7cc2cf.pdf,NeurIPS
CaMP: Causal Multi-policy Planning for Interactive Navigation in  Multi-room Scenes,"Xiaohan Wang, Yuehu Liu, Xinhang Song, Beibei Wang, Shuqiang Jiang",https://openreview.net/pdf/03044696adedda2707e5059ff125d6ebb2b2e591.pdf,NeurIPS
Counterfactually Fair Representation,"Zhiqun Zuo, Mohammad Mahdi Khalili, Xueru Zhang",https://openreview.net/pdf/5ddc042e9cb8492ed914ba63566f88d3dfa2ae11.pdf,NeurIPS
Zero-shot causal learning,"Hamed Nilforoshan, Michael Moor, Yusuf H Roohani, Yining Chen, Anja Šurina, Michihiro Yasunaga, Sara Oblak, Jure Leskovec",https://openreview.net/pdf/02548d76de9d343cef60f4eef0c6a8758b1ffc06.pdf,NeurIPS
Monarch Mixer: A Simple Sub-Quadratic GEMM-Based Architecture,"Daniel Y Fu, Simran Arora, Jessica Grogan, Isys Johnson, Sabri Eyuboglu, Armin W Thomas, Benjamin Frederick Spector, Michael Poli, Atri Rudra, Christopher Re",https://openreview.net/pdf/a3bd2e3687826e8e82ec585d32dc63ca32ae9b46.pdf,NeurIPS
CLIP-OGD: An Experimental Design for Adaptive Neyman Allocation in Sequential Experiments,"Jessica Dai, Paula Gradu, Christopher Harshaw",https://openreview.net/pdf/9633cd1e0ea4a05d8106bcbd17e92e6c8d5459c2.pdf,NeurIPS
Counterfactually Comparing Abstaining Classifiers,"Yo Joong Choe, Aditya Gangrade, Aaditya Ramdas",https://openreview.net/pdf/f40e511e26975937b8b0da8e77e3ef67ca9fc1ab.pdf,NeurIPS
Joint Learning of Label and Environment Causal Independence for Graph Out-of-Distribution Generalization,"Shurui Gui, Meng Liu, Xiner Li, Youzhi Luo, Shuiwang Ji",https://openreview.net/pdf/739501273cf8778ff3b32363ed12844b23b6fa7f.pdf,NeurIPS
Approximate Allocation Matching for Structural Causal Bandits with Unobserved Confounders,"Lai Wei, Muhammad Qasim Elahi, Mahsa Ghasemi, Murat Kocaoglu",https://openreview.net/pdf/898c6b9ce7553fe8d51d4c37d4a498ed5c9707ff.pdf,NeurIPS
Seeing is not Believing: Robust Reinforcement Learning against Spurious Correlation,"Wenhao Ding, Laixi Shi, Yuejie Chi, Ding Zhao",https://openreview.net/pdf/a9a33a9a5d5a133b319fccec594e47af36a78d98.pdf,NeurIPS
Additive Decoders for Latent Variables Identification and Cartesian-Product Extrapolation,"Sebastien Lachapelle, Divyat Mahajan, Ioannis Mitliagkas, Simon Lacoste-Julien",https://openreview.net/pdf/53ecc8f20d0162d461fe74ebd87fb99d412b32ae.pdf,NeurIPS
DynGFN: Towards Bayesian Inference of Gene Regulatory Networks with GFlowNets,"Lazar Atanackovic, Alexander Tong, BO WANG, Leo J Lee, Yoshua Bengio, Jason Hartford",https://openreview.net/pdf/56e0d63c08243a7e964d1e34e73314fe69fe1033.pdf,NeurIPS
Reproducibility in Multiple Instance Learning: A Case For Algorithmic Unit Tests,"Edward Raff, James Holt",https://openreview.net/pdf/c51ba0fd5f256cd1c3c208edd78428583d4707a6.pdf,NeurIPS
On Learning Necessary and Sufficient Causal Graphs,"Hengrui Cai, Yixin Wang, Michael Jordan, Rui Song",https://openreview.net/pdf/ed58d84e7a67a22cee81c2801db83f9a3bfa14b2.pdf,NeurIPS
Learning Nonparametric Latent Causal Graphs with Unknown Interventions,"Yibo Jiang, Bryon Aragam",https://openreview.net/pdf/7d8523f24179049b0be74efda5e337d4abaf8371.pdf,NeurIPS
Randomized Sparse Neural Galerkin Schemes for Solving Evolution Equations with Deep Networks,"Jules Berman, Benjamin Peherstorfer",https://openreview.net/pdf/a3229a49cf4500884369d9674a4651c55155de81.pdf,NeurIPS
Temporally Disentangled Representation Learning under Unknown Nonstationarity,"Xiangchen Song, Weiran Yao, Yewen Fan, Xinshuai Dong, Guangyi Chen, Juan Carlos Niebles, Eric Xing, Kun Zhang",https://openreview.net/pdf/9686f3eec42adf06a0cdbb95f7cdfd2a03038117.pdf,NeurIPS
Intervention Generalization: A View from Factor Graph Models,"Gecia Bravo-Hermsdorff, David Watson, Jialin Yu, Jakob Zeitler, Ricardo Silva",https://openreview.net/pdf/e442d024f583bc23ca5d76b42fcac5ae9bcb7958.pdf,NeurIPS
Adaptive Contextual Perception: How To Generalize To New Backgrounds and Ambiguous Objects,"Zhuofan Ying, Peter Hase, Mohit Bansal",https://openreview.net/pdf/3648099712dc1133d84562554585ee0fb91965b7.pdf,NeurIPS
Meek Separators and Their Applications in Targeted Causal Discovery,"Kirankumar Shiragur, Jiaqi Zhang, Caroline Uhler",https://openreview.net/pdf/5e2b6e125f7a420ec955c6a4897f3c1c21a95a91.pdf,NeurIPS
Causal Imitability Under Context-Specific Independence Relations,"Fateme Jamshidi, Sina Akbari, Negar Kiyavash",https://openreview.net/pdf/b9e32a7864b586a3713a7828c335606fffa56ebe.pdf,NeurIPS
Identifiability Guarantees for Causal Disentanglement from Soft Interventions,"Jiaqi Zhang, Kristjan Greenewald, Chandler Squires, Akash Srivastava, Karthikeyan Shanmugam, Caroline Uhler",https://openreview.net/pdf/73d4c1a2d1e24d2bbaf77997492fd7fc9144ca50.pdf,NeurIPS
An Efficient Doubly-Robust Test for the Kernel Treatment Effect,"Diego Martinez-Taboada, Aaditya Ramdas, Edward Kennedy",https://openreview.net/pdf/4036230c9fcff09a9559536668f1e866b2a3d2db.pdf,NeurIPS
Causal Fairness for Outcome Control,"Drago Plecko, Elias Bareinboim",https://openreview.net/pdf/46cae195e0a6913f729ebd8e28684220c8ad6539.pdf,NeurIPS
A Causal Framework for Decomposing Spurious Variations,"Drago Plecko, Elias Bareinboim",https://openreview.net/pdf/5a97970896a152f6c136b6c77118c778ffbb8ed6.pdf,NeurIPS
Debiasing Conditional Stochastic Optimization,"Lie He, Shiva Kasiviswanathan",https://openreview.net/pdf/e97a9a6de496462c9f98c8c4262c059e2ba931cd.pdf,NeurIPS
Honesty Is the Best Policy: Defining and Mitigating AI Deception,"Francis Rhys Ward, Francesca Toni, Francesco Belardinelli, Tom Everitt",https://openreview.net/pdf/90891ff818b9603a70a29bbd2c903e1166fbaa03.pdf,NeurIPS
Learning Causal Models under Independent Changes,"Sarah Mameche, David Kaltenpoth, Jilles Vreeken",https://openreview.net/pdf/1feb2a4758bdbdaf2caa6dc39fbe0cfec877ce8c.pdf,NeurIPS
Partial Counterfactual Identification of Continuous Outcomes with a Curvature Sensitivity Model,"Valentyn Melnychuk, Dennis Frauen, Stefan Feuerriegel",https://openreview.net/pdf/a776aed89f6e89f48f82a78bff50bda2275b8e77.pdf,NeurIPS
Moral Responsibility for AI Systems,Sander Beckers,https://openreview.net/pdf/6ff27a4143f79d3426713c0bb2f63099b1ce59bb.pdf,NeurIPS
A Cross-Moment Approach for Causal Effect Estimation,"Yaroslav Kivva, Saber Salehkaleybar, Negar Kiyavash",https://openreview.net/pdf/c88e92ff5e34aa709d95f42e8941fe0b60e87415.pdf,NeurIPS
Structure Learning with Adaptive Random Neighborhood Informed MCMC,"Xitong Liang, Alberto Caron, Samuel Livingstone, Jim Griffin",https://openreview.net/pdf/a39e16fc2b4181353622660a1c86c30f2de86c9a.pdf,NeurIPS
Granger Components Analysis: Unsupervised learning of latent temporal dependencies,Jacek Dmochowski,https://openreview.net/pdf/385979bde6ba60fa89d55ab1013c7665c1ee9862.pdf,NeurIPS
Probabilistic inverse optimal control for non-linear partially observable systems disentangles perceptual uncertainty and behavioral costs,"Dominik Straub, Matthias Schultheis, Heinz Koeppl, Constantin A. Rothkopf",https://openreview.net/pdf/95d3b92eea8a9cc354afe2769fb8878b084fd5bf.pdf,NeurIPS
Interpretable Reward Redistribution in Reinforcement Learning: A Causal Approach,"Yudi Zhang, Yali Du, Biwei Huang, Ziyan Wang, Jun Wang, Meng Fang, Mykola Pechenizkiy",https://openreview.net/pdf/6c209e8323172cf852e3fe502289f8c46e646566.pdf,NeurIPS
Balancing Risk and Reward: A Batched-Bandit Strategy for Automated Phased Release,"Yufan Li, Jialiang Mao, Iavor Bojinov",https://openreview.net/pdf/b276297cd9d3b583a2f2cfe4b72d1fd009faa2ec.pdf,NeurIPS
Causal normalizing flows: from theory to practice,"Adrián Javaloy, Pablo Sanchez Martin, Isabel Valera",https://openreview.net/pdf/a2973b5a4a277e34fb1f444c440e839f73d0f992.pdf,NeurIPS
Reliable Off-Policy Learning for Dosage Combinations,"Jonas Schweisthal, Dennis Frauen, Valentyn Melnychuk, Stefan Feuerriegel",https://openreview.net/pdf/17a6d6f62241304f2536865f89e50cd9ac142b80.pdf,NeurIPS
The Utility of “Even if” Semifactual Explanation to Optimise Positive Outcomes,"Eoin M. Kenny, Weipeng Fuzzy Huang",https://openreview.net/pdf/19f7c724bf6cc83ff449abd4a70cdc9886123036.pdf,NeurIPS
Removing Hidden Confounding in Recommendation: A Unified Multi-Task Learning Approach,"Haoxuan Li, Kunhan Wu, Chunyuan Zheng, Yanghao Xiao, Hao Wang, Zhi Geng, Fuli Feng, Xiangnan He, Peng Wu",https://openreview.net/pdf/21c5f91a2fa776c2bafe484c0a1cc0465edd074d.pdf,NeurIPS
